Reference of FaultHunter coding rule violations,,,,
,Redundant Copy In Switch,CPPCHECK_RCIS,BUG,Critical
,Redundant Get And Set User Id,CPPCHECK_RGASUI,BUG,Critical
,Self Assignment,CPPCHECK_SA,BUG,Critical
,Suspicious Case,CPPCHECK_SUSPC,BUG,Critical
,Suspicious Equality Comparison,CPPCHECK_SEC,BUG,Critical
,Switch Case Fall Through,CPPCHECK_SCFT,CODE_SMELL,Minor
,Unused Scoped Object,CPPCHECK_UUSO,BUG,Blocker
Unnecessary and Unused Code Rules,Unassigned Variable,CPPCHECK_UAV,VULNERABILITY,Minor
,Unnecessary Forward Declaration,CPPCHECK_UNFD,CODE_SMELL,Minor
,Unread Variable,CPPCHECK_URV,CODE_SMELL,Minor
,Unused Allocated Memory,CPPCHECK_UUAM,CODE_SMELL,Minor
,Unused Function,CPPCHECK_UUF,CODE_SMELL,Minor
,Unused Struct Member,CPPCHECK_UUSM,CODE_SMELL,Minor
,Unused Variable,CPPCHECK_UUV,CODE_SMELL,Minor
Unreachable Code Rules,Duplicate Break,CPPCHECK_DBREAK,CODE_SMELL,Minor
,Unreachable Code,CPPCHECK_URC,CODE_SMELL,Minor
Variable Argument Related Rules,Va_end Missing,CPPCHECK_VAEM,BUG,Blocker
,Va_list Used Before Started,CPPCHECK_VALUBS,BUG,Blocker
,Va_start Reference Passed,CPPCHECK_VASRP,BUG,Blocker
,Va_start Subsequent Calls,CPPCHECK_VASSC,BUG,Blocker
,Va_start Wrong Parameter,CPPCHECK_VASWP,BUG,Critical
,Var Func Null UB,CPPCHECK_VFNUB,BUG,Minor
